id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
1393;Kike Pedraza Santiago;M;25 de septiembre de 1993;Villa María del Triunfo;2022-05-20;Oro
1394;Renata Velasco Pinilla;F;2000-09-16;San Borja;03/02/2023;Plata
1395;Vasco Alfonso Pascual;M;1 de febrero de 1997;Pueblo Libre;2023-04-30;Bronce
1396;Dafne Estrella Barroso Ponce;F;20/12/1982;;2021-09-28;Bronce
1397;Juan Francisco Valencia Correa;M;14/08/1970;Magdalena;13 de junio de 2023;Oro
1398;Epifanio Felix Redondo Montserrat;M;2002-02-10;Santiago de Surco;06/11/2025;Plata
1399;Ariadna Zabala Batlle;F;1967-12-28;San Miguel;2025-11-17;Platino
1400;Silvia Castilla Escalona;F;15 de marzo de 1960;;28 de junio de 2022;Bronce
1401;Cosme Campo Torralba;M;23/05/1987;Surco;2021-02-05;Bronce
1402;Augusto Antón Pont;M;21/09/1975;Los Olivos;11/02/2021;Bronce
1403;Juan José del Avilés;M;16/01/1970;Los Olivos;21 de julio de 2024;Plata
1404;Consuela Belda Alberto;F;2005-02-02;Villa El Salvador;10/05/2024;Bronce
1405;Morena Tur Bernal;F;08/01/1980;Barranco;2022-06-13;Bronce
1406;Salvador de Paniagua;M;27/04/1985;Lince;2024-10-09;Plata
1407;Perlita Ricart-Peinado;F;12 de diciembre de 1972;La Molina;4 de mayo de 2021;Plata
1408;Sandra Larrañaga Ángel;F;1991-03-09;Callao;2022-02-22;Bronce
1409;Paula Bejarano Mateu;F;6 de julio de 2007;San Juan de Lurigancho;27 de junio de 2024;Plata
1410;Concepción Vives Caballero;F;28/12/1971;Chorrillos;2024-05-23;Plata
1411;Primitivo Guardia Pol;M;27/06/1978;Los Olivos;01/01/2021;Bronce
1412;Clemente Zorrilla Ibarra;M;1965-10-29;San Borja;26/03/2023;Bronce
1413;Matías Chuy Ribes Camacho;M;25/02/1984;San Borja;01/12/2023;Bronce
1414;Gastón Nicolás Segarra Roldán;M;3 de agosto de 1991;Chorrillos;2021-06-13;Plata
1415;Carina Escribano Querol;F;23 de agosto de 1959;Villa María del Triunfo;2025-12-10;Oro
1416;Evangelina Cruz-Salazar;F;1983-02-17;Los Olivos;28/01/2024;Bronce
1417;Vito Miró Morata;M;7 de febrero de 1974;San Juan de Lurigancho;29 de agosto de 2024;Bronce
1418;Hilario Ros Morales;M;28 de agosto de 1992;Miraflores;27/08/2022;Oro
1419;Dionisio Lope Gargallo Perez;M;1985-02-26;Santiago de Surco;30/07/2022;Platino
1420;Ángeles Izquierdo-Palomino;F;05/03/1958;Chorrillos;2021-07-27;Plata
1421;Jacobo del Abad;M;31/03/2006;Santiago de Surco;2025-01-22;Platino
1422;Elodia Alegre Villaverde;F;26/09/1984;La Molina;05/06/2023;Plata
1423;Victor Matas Agudo;M;31 de diciembre de 1985;Villa María del Triunfo;3 de mayo de 2021;Plata
1424;Dan Garmendia Miranda;M;1968-09-16;Jesús María;28/02/2021;Bronce
1425;Reina Llorente Vidal;F;23 de julio de 1995;Callao;21/12/2022;Bronce
1426;Marianela Cortes-Busquets;F;1992-10-24;Los Olivos;2021-08-21;Bronce
1427;Jeremías Pagès Costa;M;7 de junio de 1970;Miraflores;2021-06-05;Oro
1428;Dulce Pedraza Iborra;F;14/05/2004;Magdalena;2021-09-20;Platino
1429;Domitila Mas Briones;F;1972-08-18;Los Olivos;22/11/2025;Plata
1430;Gloria Mariana Gelabert Berenguer;F;29/11/1975;San Borja;14/11/2022;Bronce
1431;Ruy Tolosa Duran;M;1992-05-28;Villa María del Triunfo;2023-02-03;Bronce
1432;Sara de Mas;F;1989-10-12;Villa María del Triunfo;26 de febrero de 2024;Bronce
1433;Pío Pizarro Bermudez;M;23/10/1968;Ate;2022-09-16;Bronce
1434;Águeda Múñiz Oliveras;F;1992-10-04;San Miguel;01/08/2025;Plata
1435;Horacio Carreño;M;10/03/1976;Surco;6 de julio de 2022;Platino
1436;Raúl Alberdi Piñeiro;M;1967-07-25;Pueblo Libre;22 de febrero de 2022;Bronce
1437;Ezequiel Zamora Armengol;M;1977-02-27;Surco;14/05/2022;Bronce
1438;Luz Conde Morillo;F;1971-01-12;Los Olivos;15/07/2023;Plata
1439;Paco Giner-Coronado;M;1981-07-25;San Juan de Lurigancho;11/12/2024;Bronce
1440;Nerea Pozo Salinas;F;10/06/1998;San Juan de Lurigancho;2021-10-18;Oro
1441;Maricela Ligia Bosch Girona;F;1975-10-19;Surco;27/09/2021;Bronce
1442;Espiridión Prado;M;23/02/1983;;2022-11-22;Bronce
1443;Benigna Navarrete Blanch;F;28 de noviembre de 1964;Ate;02/04/2024;Bronce
1444;Lucho de Pujol;M;1992-04-14;;2021-01-18;Bronce
1445;Anselma Pujadas Valls;F;2 de octubre de 1958;Lince;26/05/2021;Plata
1446;Roldán Castrillo;M;1978-01-15;;2024-07-28;Bronce
1447;Juliana Figuerola Torrents;F;03/04/1978;Los Olivos;2021-03-08;Bronce
1448;Modesta Ferrández;F;1959-02-20;;2 de julio de 2025;Plata
1449;María Manuela Zamora-Hoz;F;1985-11-04;Callao;23/03/2022;Bronce
1450;Andrea Larrea Ropero;F;1985-10-05;Barranco;2024-12-04;Bronce
1451;Noa Borrás Capdevila;F;1974-05-10;Santiago de Surco;2025-02-18;Plata
1452;Ileana Pavón;F;2003-06-25;San Juan de Lurigancho;2021-04-26;Plata
1453;Celestina Montes Ocaña;F;1958-12-08;Villa María del Triunfo;2023-09-23;Platino
1454;Morena Aitana Mayol Dominguez;F;1982-04-20;Comas;27/05/2024;Bronce
1455;Mario Salamanca Coello;M;12/01/1980;San Borja;23/05/2023;Bronce
1456;Amada de Flores;F;1986-01-29;La Molina;2024-05-28;Bronce
1457;Calixta Boada Capdevila;F;1997-09-16;Ate;2021-12-11;Bronce
1458;Daniela Coloma Maestre;F;1978-05-12;Magdalena;2024-07-22;Plata
1459;Francisco Javier Cantero Mayol;M;05/07/1979;Pueblo Libre;20/06/2021;Oro
1460;Jovita de Mármol;F;21 de diciembre de 1960;Callao;12/01/2025;Plata
1461;Rafael Galán Frías;M;23 de abril de 1980;Surco;2024-09-16;Bronce
1462;Lourdes Jordán-Tomas;F;19/07/1982;San Borja;2022-02-08;Plata
1463;Pánfilo Calisto Alfaro Peñas;M;18 de mayo de 1966;Villa María del Triunfo;2024-04-29;Oro
1464;Yolanda Narcisa Zurita Arranz;F;17 de julio de 1969;San Isidro;25/05/2023;Bronce
1465;Carlota Barrena Luz;F;1993-12-11;Magdalena;2022-11-10;Plata
1466;Ruperto Linares Baena;M;18 de diciembre de 1967;Callao;2025-06-22;Platino
1467;Morena de Batlle;F;2005-02-23;Villa El Salvador;2024-01-05;Plata
1468;Natalio Linares;M;09/03/1956;Villa El Salvador;02/02/2021;Plata
1469;Teresa Campos Aliaga;F;14/12/1995;Los Olivos;15/02/2021;Bronce
1470;Teófila Pomares Guardia;F;03/11/1957;Miraflores;14/11/2025;Bronce
1471;Liliana Cabezas;F;1992-04-30;Jesús María;2023-10-09;Bronce
1472;Julieta Borja Estrada;F;17/03/1978;Ate;11/12/2022;Plata
1473;Leyre Seco Almeida;F;18/08/2007;Surco;09/12/2024;Bronce
1474;Duilio Ávila Mayol;M;1977-08-11;San Juan de Lurigancho;23 de junio de 2022;Oro
1475;Jose Ignacio Pozuelo Crespo;M;25/10/1962;La Molina;14 de septiembre de 2022;Oro
1476;Fanny Ortiz Padilla;F;02/06/1958;San Juan de Lurigancho;24 de abril de 2023;Plata
1477;Custodia Vallejo Llorens;F;1989-02-06;Comas;2024-08-09;Bronce
1478;Maura Jiménez Pombo;F;1998-04-29;Miraflores;08/10/2021;Bronce
1479;Manu Losada Gomis;F;2003-02-24;Miraflores;13/10/2024;Oro
1480;Francisco Pozo Cervantes;M;02/08/1976;Chorrillos;15/08/2024;Plata
1481;Pastora Piña Viñas;F;2005-03-30;Villa El Salvador;01/04/2022;Plata
1482;Tristán Matías Gordillo Rincón;M;26/05/1957;Lince;24 de noviembre de 2022;Bronce
1483;Maribel Corominas Roldan;F;2000-11-07;Ate;12 de diciembre de 2021;Plata
1484;Wálter Mur Sanchez;M;12/05/1996;San Juan de Lurigancho;2022-10-01;Plata
1485;Blas Gabaldón-Chacón;M;1962-06-13;Villa El Salvador;08/09/2022;Plata
1486;Kike Octavio Francisco Cervera;M;03/06/1971;Ate;2024-06-28;Plata
1487;Omar Zabaleta Cepeda;M;24 de abril de 1962;Jesús María;2021-12-23;Oro
1488;Yéssica Codina;F;13/03/1961;Callao;2021-02-08;Bronce
1489;Álvaro Cayetano Moll Bauzà;M;1962-05-04;Jesús María;16 de marzo de 2023;Bronce
1490;Juan Pablo Carrasco-Espinosa;M;1987-01-05;Villa María del Triunfo;30/05/2023;Plata
1491;Simón Coello Andreu;M;1990-01-23;San Borja;17/10/2021;Bronce
1492;Valerio Riba Reina;M;3 de diciembre de 1981;;14/09/2024;Oro
1493;Ismael Llanos Cornejo;M;1961-12-22;Miraflores;21/07/2023;Plata
1494;Balduino Catalá Esteban;M;1996-06-04;Magdalena;2022-03-03;Oro
1495;Rafaela Lasa Gual;F;3 de abril de 2002;Chorrillos;14 de septiembre de 2022;Plata
1496;Cristina Cristina Amo Palomar;F;28/10/1956;Chorrillos;05/11/2021;Bronce
1497;Noemí Tapia Cañete;F;1965-03-18;Los Olivos;2024-04-23;Bronce
1498;Teo Somoza-Pereira;M;1977-11-18;San Isidro;21/12/2023;Oro
1499;Teodosio Ponce Tur;M;1975-08-06;Villa María del Triunfo;2023-05-08;Bronce
1500;Bernardita de Ferrando;F;11 de junio de 2003;San Juan de Lurigancho;2023-06-13;Plata
1501;Alejandra Real Alcolea;F;1985-10-27;San Juan de Lurigancho;28/12/2021;Oro
1502;Hilario Girón Franco;M;07/12/2001;Los Olivos;03/09/2022;Bronce
1503;Anacleto Elorza Saavedra;M;1982-01-01;;2024-11-29;Bronce
1504;Jose Ignacio Omar Morcillo Seco;M;1959-03-14;Lince;2022-07-10;Plata
1505;Ignacio Quirós Arnaiz;M;04/04/2002;Miraflores;12/12/2024;Oro
1506;Quirino Seve Pintor Milla;M;06/05/2003;Los Olivos;30/12/2024;Bronce
1507;María José Zapata;F;01/08/1967;San Miguel;21/04/2024;Platino
1508;Loreto Canales Sanmiguel;F;21/12/1966;Surco;2025-06-15;Plata
1509;Sarita de Hoyos;F;29/08/1998;Santiago de Surco;30/01/2024;Platino
1510;Lupita Priego-Ariza;F;1957-02-22;San Miguel;2025-01-20;Bronce
1511;Gala Villalonga-Avilés;F;01/03/1983;Villa María del Triunfo;29/07/2024;Bronce
1512;Emelina Sabater Puig;F;28 de abril de 2004;Ate;2021-04-09;Oro
1513;Remedios Macias Serra;F;13/10/1997;Villa María del Triunfo;2024-08-04;Oro
1514;Héctor Mariscal Ballester;M;1980-10-07;Magdalena;2022-10-10;Bronce
1515;Vito Cisneros-Silva;M;09/06/1971;San Miguel;2023-02-19;Plata
1516;Artemio de Escolano;M;20/12/1976;Comas;28 de junio de 2023;Oro
1517;Virginia Obdulia Cerdá Pozuelo;F;07/10/1973;Magdalena;14 de julio de 2022;Bronce
1518;Etelvina Sanmartín;F;2003-01-25;La Molina;2021-05-20;Plata
1519;Chuy Santiago Franch;M;1961-03-08;La Molina;2023-05-12;Oro
1520;Apolonia del Morante;F;2001-12-22;San Borja;24/08/2024;Bronce
1521;Plinio Casals Bou;M;1967-07-31;San Isidro;4 de agosto de 2021;Bronce
1522;Olalla Sancho Parejo;F;1955-07-28;Villa El Salvador;10 de enero de 2025;Oro
1523;Juan Francisco Plana Vidal;M;25 de febrero de 1961;;16/10/2023;Bronce
1524;Cebrián Gonzalo Pintor Arranz;M;26/11/2000;Magdalena;23/11/2023;Bronce
1525;Yago Naranjo Conesa;M;23/09/1964;Lince;2021-11-07;Platino
1526;Toño Coca Escamilla;M;1967-12-05;Chorrillos;09/05/2025;Plata
1527;Hugo Mena Mendoza;M;25 de abril de 1985;San Borja;7 de septiembre de 2025;Oro
1528;Ernesto de Carpio;M;16 de noviembre de 1976;Miraflores;3 de octubre de 2024;Oro
1529;Cintia Acevedo Isern;F;1994-01-13;Lince;03/03/2021;Bronce
1530;Jesusa Valenciano Valenzuela;F;04/11/1979;Magdalena;2021-09-26;Bronce
1531;Sancho Adán-Uriarte;M;1959-07-30;Lince;17 de marzo de 2025;Bronce
1532;Concha Tamarit Santiago;F;30/03/1956;Lince;2025-10-21;Bronce
1533;Isaura Bernad;F;09/04/1966;Ate;10/08/2022;Plata
1534;Marcelo Abraham Hierro Lobo;M;13/12/1983;Villa María del Triunfo;2022-06-20;Plata
1535;Mauricio León Galiano Avilés;M;19 de marzo de 2007;Jesús María;21/07/2023;Plata
1536;Candelario Ballesteros Oller;M;2003-02-19;La Molina;2022-07-22;Bronce
1537;Camilo Antúnez Martín;M;24/12/1958;San Miguel;8 de mayo de 2021;Bronce
1538;Águeda Bonilla Avilés;F;24/11/1960;Villa María del Triunfo;9 de junio de 2022;Plata
1539;Horacio Escalona Cuéllar;M;8 de abril de 1977;San Juan de Lurigancho;2023-06-11;Plata
1540;María Jesús Elías Sarabia;F;1963-01-29;Barranco;07/10/2025;Bronce
1541;Fernanda Íngrid Araujo Buendía;F;23/06/1978;Lince;13/11/2022;Plata
1542;Felix Pedrosa Pinilla;M;16 de febrero de 1970;Jesús María;15/10/2024;Bronce
1543;Purificación Roma Barón;F;2004-06-26;San Borja;2023-08-14;Bronce
1544;Jonatan Cañizares Carro;M;1967-12-26;Surco;2023-04-09;Plata
1545;Eulalia Águila Riba;F;1979-02-21;;2023-04-11;Bronce
1546;Cruz Gallart-Barragán;M;2000-01-29;Chorrillos;2021-08-30;Plata
1547;Marianela Ángel Bonilla;F;27/03/2002;San Miguel;22/03/2025;Bronce
1548;Paloma del Roldán;F;27/03/2002;;2022-06-07;Bronce
1549;Teobaldo Federico Jover Zaragoza;M;1995-07-21;Callao;12 de noviembre de 2022;Bronce
1550;Matilde Felicidad Castilla Valderrama;F;1973-03-12;Barranco;15 de abril de 2023;Platino
1551;Pastora Valenciano-Ugarte;F;24 de junio de 1985;Los Olivos;2023-12-09;Plata
1552;Verónica Guerrero Manrique;F;26 de agosto de 1998;Magdalena;23 de agosto de 2024;Platino
1553;Abigaíl Carrasco Amador;F;1997-07-22;Surco;2023-11-08;Plata
1554;Maura de Galan;F;1978-08-25;Lince;2022-09-03;Plata
1555;Hipólito Hilario Arroyo Múgica;M;1957-09-14;Lince;2025-04-06;Bronce
1556;Lino Garay Alberdi;M;03/05/1985;Ate;22/04/2024;Bronce
1557;Nuria Lucena Iñiguez;F;02/10/1974;Miraflores;15 de noviembre de 2025;Bronce
1558;Fabio Marín Velázquez;M;1958-07-05;San Miguel;2023-03-05;Bronce
1559;Etelvina Aguado-Carbonell;F;1989-01-10;Callao;25/10/2024;Plata
1560;Evita Prieto Andres;F;1962-04-28;Pueblo Libre;07/11/2025;Bronce
1561;Cleto Murillo Neira;M;01/08/2007;Barranco;2021-02-03;Bronce
1562;Álvaro del Aranda;M;1985-09-01;Callao;2022-05-30;Bronce
1563;Juliana Cortés Serna;F;12 de junio de 2003;Villa María del Triunfo;2024-01-21;Bronce
1564;Victorino Naranjo-Sevillano;M;1968-07-16;Pueblo Libre;2023-07-01;Plata
1565;Áurea Barba;F;24/04/1964;Barranco;2025-07-24;Oro
1566;Eutimio Moles-Alfonso;M;1987-01-30;Comas;2024-02-23;Bronce
1567;Maricruz Mármol Otero;F;5 de enero de 1996;San Miguel;02/12/2022;Bronce
1568;Carlito Lozano Anguita;M;01/01/1993;Santiago de Surco;21/03/2024;Bronce
1569;Florina Daza Porras;F;1958-11-23;Ate;02/03/2022;Oro
1570;Manuel Caro Mendez;M;1979-08-10;San Juan de Lurigancho;2024-07-22;Bronce
1571;Olimpia Angulo Llabrés;F;22/09/2003;Callao;05/10/2025;Plata
1572;Armando Valdés;M;2006-02-05;Lince;31 de octubre de 2025;Plata
1573;Florencia Sans Mate;F;1995-09-01;Chorrillos;09/05/2021;Bronce
1574;Luciana Mate Díez;F;2001-05-25;Barranco;2023-05-23;Bronce
1575;Glauco Arcos Franch;M;1980-06-10;Magdalena;23/12/2024;Bronce
1576;Iván Velasco Amaya;M;06/05/1999;San Miguel;22/06/2022;Oro
1577;Víctor de Falcón;M;08/06/1957;La Molina;07/09/2022;Plata
1578;Ámbar Tomás Zabaleta;F;1971-03-21;Callao;2025-05-22;Plata
1579;Renata Morán Clemente;F;16/11/2000;Callao;09/09/2024;Plata
1580;Samanta Villalonga Cazorla;F;2006-08-19;Chorrillos;08/04/2023;Plata
1581;Porfirio Arce Segovia;M;1960-01-01;Ate;16/07/2021;Plata
1582;Pepe Yuste;M;20/10/1958;San Isidro;2021-02-07;Bronce
1583;Adela Mercader Arregui;F;9 de marzo de 1956;;2021-01-10;Bronce
1584;Trini Antonia Mínguez Solera;F;1982-03-31;San Miguel;19 de noviembre de 2023;Bronce
1585;Aroa Viñas Miguel;F;11 de febrero de 1975;Callao;07/12/2022;Plata
1586;Luis Miguel Gallego;M;19/08/2001;Surco;06/04/2025;Bronce
1587;Chus Fernández Macías;F;8 de noviembre de 1997;San Borja;2023-11-14;Plata
1588;Juan Pablo Montaña Sainz;M;1970-03-29;Pueblo Libre;2023-08-31;Bronce
1589;Elías Company Criado;M;20 de marzo de 1976;Villa María del Triunfo;05/02/2025;Platino
1590;Aurora Alcántara Vilaplana;F;2008-02-13;Los Olivos;13/04/2023;Bronce
1591;Clarisa Ordóñez Montalbán;F;12 de agosto de 2004;Barranco;26/06/2022;Bronce
1592;Bibiana Luque Hierro;F;10/05/1956;Miraflores;11 de octubre de 2021;Oro
1593;Andrés Felipe Merino Nevado;M;1969-05-11;San Juan de Lurigancho;29 de abril de 2024;Bronce
1594;Iván Ayuso-Castillo;M;25/06/2002;Jesús María;16 de mayo de 2023;Platino
1595;Jovita Ayuso Camacho;F;1994-12-04;Los Olivos;30/12/2022;Bronce
1596;Amelia Boix;F;04/08/1963;Magdalena;2023-09-26;Bronce
1597;Gustavo Escamilla;M;24 de septiembre de 1955;San Juan de Lurigancho;2021-02-19;Plata
1598;Victor Manuel Manu Salmerón Pagès;M;1974-05-28;Miraflores;2021-04-11;Oro
1599;Flavio Figuerola Bermudez;M;1979-03-22;Pueblo Libre;12/12/2025;Bronce
1600;Margarita de Buendía;F;8 de febrero de 1964;Chorrillos;16/11/2022;Platino
1601;Atilio del Menéndez;M;31 de agosto de 1957;Miraflores;21/01/2025;Plata
1602;Joel de Goicoechea;M;14 de febrero de 1970;San Isidro;2025-07-16;Oro
1603;Tito Jordá Parra;M;05/09/1984;San Miguel;30 de agosto de 2021;Bronce
1604;Ciriaco Murillo;M;18 de agosto de 1958;Miraflores;25/03/2023;Bronce
1605;Javi Torrent Andrés;M;1989-12-28;San Juan de Lurigancho;2024-08-20;Oro
1606;Juanita Carbajo Ortega;F;21 de febrero de 1997;Magdalena;05/06/2021;Platino
1607;Jerónimo de Lumbreras;M;2003-01-28;San Borja;05/08/2023;Plata
1608;María Del Carmen Castejón Verdejo;F;2007-04-07;San Isidro;2025-02-27;Bronce
1609;Hermenegildo Campo Moreno;M;13/11/1974;Chorrillos;29/06/2024;Bronce
1610;Mirta Belda-Matas;F;28/11/1959;Jesús María;2021-10-19;Plata
1611;Joaquina Pérez-Reyes;F;1960-06-04;San Juan de Lurigancho;02/07/2023;Bronce
1612;María Teresa Hervás Cuenca;F;17/06/1992;Magdalena;22/11/2022;Bronce
1613;Fátima de Niño;F;1975-12-07;Comas;2024-11-16;Bronce
1614;Santos Rosa Rozas;M;08/03/1998;Callao;2025-04-19;Plata
1615;Rufino Francisco Javier Guzman Duran;M;08/04/1997;San Isidro;12 de junio de 2025;Bronce
1616;Pepita Torrecilla Carbó;F;28/11/1961;Los Olivos;2023-03-25;Plata
1617;María Jordana Morell Cabanillas;F;04/08/1970;;07/05/2023;Plata
1618;Carmen del Ramis;F;10/01/2000;San Isidro;22 de octubre de 2022;Plata
1619;María Belén Camps Pinilla;F;1978-06-12;Magdalena;2024-11-20;Bronce
1620;Leocadia Barriga Botella;F;1997-05-27;San Borja;09/06/2021;Bronce
1621;Sebastian Chamorro Abad;M;26/06/1997;Villa El Salvador;15 de mayo de 2024;Plata
1622;Natalio Company Santamaría;M;21/05/1967;Magdalena;2024-03-11;Oro
1623;Emelina Porta-Salvador;F;1992-08-23;San Miguel;13 de septiembre de 2021;Plata
1624;Clarisa Moliner Marí;F;20/12/1979;Miraflores;2025-08-12;Platino
1625;Régulo Yago Mayo Royo;M;1979-01-29;Pueblo Libre;2024-11-03;Plata
1626;Anunciación Aguiló Vicens;F;2007-03-30;Surco;2023-12-28;Oro
1627;Teo Castell;M;26/07/2006;Villa María del Triunfo;2024-07-15;Bronce
1628;Ana Peiró Baena;F;8 de febrero de 1972;Lince;08/03/2023;Bronce
1629;Pastor Palomar Canals;M;1980-12-17;Chorrillos;2024-07-10;Plata
1630;Toribio Anguita Gutierrez;M;18 de marzo de 2002;Santiago de Surco;23/12/2024;Bronce
1631;Odalys Prado;F;11/02/1994;Villa María del Triunfo;13/02/2022;Plata
1632;Pelayo Piñeiro Ramis;M;1978-09-11;Surco;19 de abril de 2024;Bronce
1633;Irma Galván;F;1965-06-30;Ate;28/12/2022;Plata
1634;Juanita Chamorro Fabra;F;20/08/1958;Miraflores;9 de junio de 2024;Plata
1635;Fátima Palomino-Rincón;F;12 de febrero de 1980;Ate;16/09/2025;Plata
1636;Ernesto Casas Cañizares;M;3 de diciembre de 1981;Los Olivos;2021-07-28;Platino
1637;Andrés Felipe Alcázar Cobo;M;1960-05-02;Barranco;2024-02-17;Bronce
1638;Nando del Cerdán;M;15 de octubre de 1957;Magdalena;12 de julio de 2023;Bronce
1639;Bernardita Ricart Sarmiento;F;25/07/1959;Lince;28/09/2021;Bronce
1640;Íngrid Imelda Escolano Santos;F;1983-04-05;Los Olivos;2025-06-02;Oro
1641;Imelda Sandoval-Planas;F;28/08/1988;Surco;4 de marzo de 2024;Plata
1642;Coral Estevez Rodriguez;F;10 de abril de 1994;Villa El Salvador;27/05/2025;Plata
1643;Adelaida Maricruz Valentín Guzmán;F;1994-10-31;Ate;10/11/2025;Bronce
1644;Edelmira Reig-Pedraza;F;31 de mayo de 1956;Jesús María;15/04/2021;Plata
1645;Alejo Tomas Pedrosa;M;11/05/1999;;05/07/2021;Bronce
1646;Marisa Tirado Bernal;F;31/10/1956;;09/04/2022;Plata
1647;Pánfilo Zurita Losa;M;1982-08-05;;2024-11-07;Oro
1648;Lorena de Zabala;F;25/05/1994;Miraflores;16/01/2025;Plata
1649;Anunciación Delfina Sureda Bermejo;F;06/09/1984;Chorrillos;2022-06-03;Plata
1650;Rosalva Miguel-Baena;F;1992-10-13;San Juan de Lurigancho;2025-11-28;Plata
1651;Juanito Alba Somoza;M;12/07/1959;Villa El Salvador;2021-12-08;Plata
1652;José María del Muñoz;M;1960-07-16;San Isidro;4 de febrero de 2021;Bronce
1653;Gabriel Mariño;M;24 de septiembre de 1992;Chorrillos;2025-05-26;Plata
1654;Celso Aranda Mateu;M;1981-11-07;Ate;16/08/2023;Bronce
1655;Eladio Américo Sáenz Dominguez;M;2004-04-29;Santiago de Surco;06/11/2023;Bronce
1656;Amaya Máxima Manzanares Amores;F;01/06/1985;Barranco;2021-05-08;Bronce
1657;Julieta Blanca Castañeda;F;08/01/1988;Pueblo Libre;2024-11-12;Plata
1658;Antonio Lobo-Iniesta;M;29/05/1973;San Isidro;2025-10-13;Bronce
1659;Mario Lucas Llopis;M;11 de julio de 1958;Villa El Salvador;11 de abril de 2024;Plata
1660;Adrián Cantón Díaz;M;27/06/2008;Comas;2021-03-05;Bronce
1661;Pepita Bárbara Salom Pelayo;F;7 de noviembre de 2002;San Borja;2023-06-21;Bronce
1662;Dorita Guzman Toro;F;20/12/1971;San Miguel;04/01/2023;Plata
1663;Rosalía Álamo Aparicio;F;14 de febrero de 1988;Jesús María;3 de febrero de 2024;Bronce
1664;Anselma Codina Correa;F;13/08/1989;Callao;2024-07-03;Plata
1665;Primitiva del Piñol;F;12 de septiembre de 1973;Comas;24/08/2024;Plata
1666;Nadia Sacristán Diego;F;12 de octubre de 2002;San Isidro;14 de abril de 2021;Platino
1667;Luis Ochoa Ballester;M;2001-10-24;Santiago de Surco;15/11/2023;Plata
1668;Priscila Carmona Badía;F;20 de enero de 1964;Chorrillos;24/04/2021;Bronce
1669;Jesús Pujadas Tamayo;M;17/04/2004;Ate;10/12/2022;Bronce
1670;Juanita Guillen Pino;F;07/05/1970;;10/02/2023;Bronce
1671;Jordi Jáuregui;M;3 de agosto de 2000;San Miguel;12/10/2024;Oro
1672;Luisa Royo Albero;F;19/09/1968;Pueblo Libre;2023-04-10;Bronce
1673;Ángeles Sanchez Piña;F;02/05/1994;Villa El Salvador;12/08/2024;Bronce
1674;Luisa Armengol Cabanillas;F;11/03/1975;Pueblo Libre;2 de mayo de 2025;Bronce
1675;Merche Otero-Rosales;F;26 de mayo de 1976;Surco;2023-02-03;Oro
1676;Ángel Máximo Llamas Naranjo;M;25 de enero de 1995;;2022-10-19;Bronce
1677;Eliseo Cabello Jara;M;31/01/2003;San Juan de Lurigancho;2021-03-26;Platino
1678;Gustavo Jerónimo Herranz Ferrero;M;15/01/1981;San Miguel;16/05/2024;Bronce
1679;Florentino Escolano-Millán;M;1970-11-03;Villa El Salvador;09/02/2025;Bronce
1680;Adelina Aguirre-Bayo;F;1956-12-02;;2024-09-29;Bronce
1681;Hernán Cabañas Zapata;M;19/09/1955;Los Olivos;18/10/2022;Oro
1682;Noa Salmerón Ortega;F;30/03/1982;La Molina;11/03/2021;Oro
1683;Paola Luque Infante;F;1988-12-03;;2024-06-10;Bronce
1684;Alexandra Alvarez Briones;F;22/09/1986;Ate;03/01/2025;Bronce
1685;Manuel Gaya Carro;M;1981-03-06;Lince;9 de enero de 2022;Plata
1686;Antonia Castillo Peña;F;2007-02-28;Magdalena;30/08/2025;Bronce
1687;Rosaura Catalina Cantero Espinosa;F;1966-03-22;San Isidro;26/02/2022;Bronce
1688;Eugenio Solera Benitez;M;1978-04-07;La Molina;2022-07-23;Bronce
1689;Ámbar del Roldán;F;1977-11-07;San Juan de Lurigancho;24/07/2022;Bronce
1690;Domitila Cáceres Benavent;F;1956-01-28;Surco;30 de julio de 2024;Bronce
1691;Román Barrios Piñeiro;M;11 de mayo de 1970;Comas;28/06/2024;Bronce
1692;Eva Barrena;F;1966-06-17;Santiago de Surco;2025-01-16;Bronce
1693;Santos Landa Enríquez;M;1998-08-05;Jesús María;2025-11-21;Oro
1694;Andrés del Fonseca;M;1979-03-16;Los Olivos;24/05/2023;Bronce
1695;Haroldo Chuy Téllez Camps;M;1956-04-11;La Molina;10 de septiembre de 2021;Plata
1696;Julián Rosado Gil;M;26/06/1960;Santiago de Surco;2021-02-20;Bronce
1697;Modesto Balduino Sala Jove;M;1989-02-02;Barranco;10/05/2025;Plata
1698;Ale Beltran Bejarano;M;27 de diciembre de 1969;Lince;2024-11-05;Bronce
1699;Pascuala Dionisia Salmerón Alfonso;F;1981-05-08;Los Olivos;28/04/2025;Plata
1700;Brígida de Arellano;F;1976-10-31;San Isidro;25/04/2025;Bronce
1701;Débora Cordero;F;1972-11-19;Lince;31/08/2024;Oro
1702;Víctor Posada Acevedo;M;1964-05-16;San Juan de Lurigancho;20/10/2023;Bronce
1703;Paulino Trujillo-Tejera;M;1982-02-22;Lince;2022-11-09;Bronce
1704;Graciana Becerra;F;09/01/1968;Lince;10 de abril de 2025;Platino
1705;Daniel Acero-Planas;M;24/12/1974;San Miguel;21/10/2023;Plata
1706;Benjamín del Mínguez;M;21 de septiembre de 1962;Barranco;26/05/2021;Bronce
