id_cliente,nombre,sexo,fecha_nacimiento,distrito,fecha_alta,segmento_programa
1291,Nilo Ugarte Agudo,M,1955-12-14,San Juan De Lurigancho,2024-10-04,Bronce
1292,Alfonso Toledo-Pera,M,1988-04-16,Pueblo Libre,2025-02-16,Plata
1293,Estela Leire Llobet Tudela,F,1960-01-05,Magdalena,2024-12-03,Bronce
1294,Ramona Vicente Losada,F,1959-07-15,Villa María Del Triunfo,2022-03-10,Bronce
1295,Consuela Castellanos,F,1979-06-10,Villa María Del Triunfo,2023-03-22,Bronce
1296,Juan José Rocha Tejera,M,1993-10-19,Comas,2024-12-19,Plata
1297,Alcides Valverde-Olivera,M,1999-03-07,Villa María Del Triunfo,2022-01-30,Bronce
1298,Tito Díaz,M,2003-01-10,Chorrillos,2024-03-09,Bronce
1299,Azeneth Del Moles,F,2006-10-09,La Molina,2023-02-20,Oro
1300,Adora Galvez Pino,F,1959-07-17,Villa El Salvador,2022-02-12,Bronce
1301,Aureliano Fermín Pardo Jover,M,1961-10-01,San Borja,2022-04-22,Bronce
1302,Maite Jódar Gálvez,F,1963-06-07,Barranco,2021-10-18,Platino
1303,Jonatan Novoa Paz,M,1994-08-11,Pueblo Libre,2025-04-08,Bronce
1304,Leticia Rodrigo Galvez,F,1980-10-29,San Miguel,2025-08-22,Plata
1305,Odalis Perales,F,1955-08-06,Villa María Del Triunfo,2023-01-05,Bronce
1306,Tania Pérez Losa,F,1997-01-24,Villa El Salvador,2023-03-02,Oro
1307,Carolina De Granados,F,1967-08-22,Villa María Del Triunfo,2023-09-26,Bronce
1308,Palmira Lerma Gutiérrez,F,1987-02-02,Lince,2025-08-04,Oro
1309,Inocencio Piquer-Ferrández,M,1962-12-16,La Molina,2021-12-07,Bronce
1310,Rosalía Conde Suárez,F,2000-03-25,Desconocido,2022-07-15,Bronce
1311,Chus Robles Valero,M,1961-05-22,Barranco,2021-01-24,Oro
1312,Virginia Villanueva Moles,F,1976-12-16,Surco,2023-07-29,Platino
1313,Emperatriz Del Asenjo,F,1968-03-06,Villa María Del Triunfo,2025-08-14,Bronce
1314,Ariel Cárdenas,F,1984-08-11,Ate,2025-02-09,Oro
1315,Cándido Izquierdo Tamayo,M,1961-01-11,Chorrillos,2025-03-11,Bronce
1316,Javiera Nadal Juan,F,2006-05-24,Villa El Salvador,2021-05-09,Plata
1317,Fernanda Jiménez Núñez,F,1958-06-30,San Isidro,2024-09-02,Bronce
1318,Guiomar Carrión Ortega,F,2006-02-22,Villa El Salvador,2025-03-11,Plata
1319,Conrado Luis Díaz Luís,M,1980-03-17,Los Olivos,2024-04-02,Bronce
1320,Fermín Vicens Torrent,M,1971-01-01,Villa El Salvador,2025-11-21,Bronce
1321,Victor De Piquer,M,1985-07-04,Desconocido,2022-09-09,Bronce
1322,Eric Jesús Coca Diez,M,1959-02-24,Santiago De Surco,2022-10-12,Bronce
1323,Ignacia Quiroga Bellido,F,1994-04-13,Callao,2022-12-30,Oro
1324,Cecilio Nuñez Gracia,M,1964-10-16,Lince,2022-06-13,Platino
1325,Ester Manuel Lastra,F,1969-02-09,Comas,2025-10-01,Oro
1326,Mohamed Hector Linares Salgado,M,1958-07-05,Villa María Del Triunfo,2024-08-28,Bronce
1327,Raúl Viñas Sanjuan,M,1957-10-04,Ate,2024-01-06,Bronce
1328,Carina Espejo,F,1986-12-28,San Isidro,2021-10-24,Plata
1329,Begoña Guitart Infante,F,1960-05-07,Desconocido,2024-01-18,Platino
1330,Clementina Diaz Puerta,F,1984-10-19,Magdalena,2021-06-27,Plata
1331,Arcelia Bartolomé Sáenz,F,1995-12-04,Villa María Del Triunfo,2022-05-31,Oro
1332,Amelia Amo-Puerta,F,1976-11-20,Pueblo Libre,2023-11-24,Platino
1333,Roberto Blanco-Calleja,M,2001-10-31,San Isidro,2024-12-22,Oro
1334,María Pilar Cortés Blasco,F,1956-07-11,Villa El Salvador,2025-08-14,Bronce
1335,Esmeralda Grande,F,1955-11-03,Callao,2023-06-20,Bronce
1336,Paz Luz Salazar,F,1988-06-14,Jesús María,2024-09-08,Plata
1337,Blas Zurita Donaire,M,1972-12-22,Surco,2023-05-05,Plata
1338,Alexandra Palacios Morell,F,2003-03-17,San Borja,2021-06-28,Bronce
1339,Joaquín Del Salgado,M,2000-01-03,Miraflores,2025-06-03,Bronce
1340,Paco Elorza Saura,M,1961-06-03,Santiago De Surco,2023-11-03,Oro
1341,Isaac Juan Francisco Menendez Olivera,M,1989-11-01,La Molina,2025-04-14,Plata
1342,Julián De Borrás,M,1994-08-02,San Miguel,2024-01-22,Bronce
1343,Encarnita Del Revilla,F,1976-10-10,San Miguel,2025-06-27,Plata
1344,Calixta Mateos Alarcón,F,1993-10-02,Los Olivos,2025-07-06,Plata
1345,Lourdes Cerezo Núñez,F,2003-12-08,Barranco,2022-08-20,Oro
1346,Joel Aguirre Téllez,M,1977-10-17,Villa El Salvador,2025-08-10,Bronce
1347,Eutimio De Ros,M,2003-02-06,Barranco,2022-06-18,Plata
1348,Marc Guardia Aguilar,M,1975-06-20,Lince,2023-09-24,Plata
1349,Florentina Fabregat-Requena,F,1970-12-22,Barranco,2024-09-20,Bronce
1350,Isaías Prat-Iborra,M,1999-06-23,Surco,2025-01-24,Oro
1351,Otilia Porta Pineda,F,1965-02-09,Barranco,2022-02-24,Bronce
1352,Dorotea Bernad Roca,F,1994-02-21,Magdalena,2024-06-10,Bronce
1353,Juan Llabrés López,M,1991-01-15,San Juan De Lurigancho,2022-06-19,Bronce
1354,Rufina Leiva-Rey,F,1987-05-25,Surco,2021-02-25,Bronce
1355,Teodosio Bayona Esparza,M,1983-08-24,Villa El Salvador,2025-04-28,Bronce
1356,Ema Cano Sarabia,F,1995-11-20,Desconocido,2023-04-07,Oro
1357,Jennifer Elena Téllez Expósito,F,1993-04-25,Los Olivos,2024-05-21,Bronce
1358,Agapito Cornejo Ayala,M,1994-07-11,La Molina,2025-02-07,Platino
1359,Aitor Estevez-Calatayud,M,1970-01-16,Barranco,2022-01-25,Plata
1360,Edelmira Casares Ríos,F,1983-07-28,Villa El Salvador,2025-12-21,Bronce
1361,Cruz Bosch Contreras,F,1978-12-23,Pueblo Libre,2022-06-07,Bronce
1362,Jose Manuel Gaya Nogués,M,1964-06-22,Jesús María,2024-01-31,Plata
1363,Esperanza Valentín,F,1996-01-11,Santiago De Surco,2023-08-07,Plata
1364,Jordana Angulo Murillo,F,1973-01-08,Miraflores,2022-11-05,Bronce
1365,Soledad Coll Barba,F,1974-07-07,Pueblo Libre,2023-09-18,Bronce
1366,Román Poza Bellido,M,1987-08-30,Jesús María,2024-03-05,Oro
1367,José Escudero-Fernandez,F,2007-08-26,Surco,2021-09-07,Bronce
1368,Salomé Pizarro Alberola,F,1963-05-23,Santiago De Surco,2024-05-02,Oro
1369,Rodrigo Ibarra Plaza,M,1983-08-29,Jesús María,2022-06-09,Plata
1370,Duilio De Flor,M,2005-05-21,Lince,2025-09-22,Bronce
1371,Paulina De Vázquez,F,1961-07-09,San Isidro,2022-05-10,Bronce
1372,Jordi Porcel Miguel,M,1998-01-06,San Isidro,2022-06-21,Bronce
1373,Candela Arnal Viñas,F,2004-08-02,San Borja,2022-07-25,Oro
1374,Dolores Teruel Martín,F,1990-07-20,Jesús María,2023-12-25,Bronce
1375,Geraldo Azorin Gibert,M,1965-02-19,Comas,2021-01-27,Bronce
1376,Custodia Rovira Morata,F,1987-10-16,Miraflores,2021-11-27,Plata
1377,Celso Llorente Carretero,M,1969-04-14,Chorrillos,2025-07-15,Bronce
1378,Rosa Herrero,F,1976-09-05,Chorrillos,2022-07-24,Plata
1379,Alfonso Talavera Cortina,M,1992-03-01,Comas,2024-01-01,Oro
1380,Regina Borrás Ibarra,F,1961-02-24,Ate,2024-06-14,Plata
1381,Josep Bravo Nevado,M,1970-01-13,Lince,2022-06-06,Platino
1382,Amor Pagès Correa,M,2007-12-17,Ate,2023-07-21,Oro
1383,Rosa María Campo-Casas,F,2004-11-19,San Miguel,2024-10-21,Bronce
1384,Demetrio Del Olivera,M,2008-02-28,Villa El Salvador,2022-06-19,Bronce
1385,Paula De Almazán,F,1960-05-03,Ate,2025-09-13,Bronce
1386,Gastón Cañizares,M,1957-12-10,Magdalena,2024-07-01,Plata
1387,Ximena Ariza Toro,F,1973-01-26,La Molina,2022-08-10,Bronce
1388,Lino Del Trillo,M,1978-02-20,Barranco,2023-02-22,Platino
1389,Margarita Estévez Oliveras,F,1958-08-13,Comas,2022-07-15,Plata
1390,Pío Solís Llopis,M,1965-12-26,Santiago De Surco,2021-02-09,Bronce
1391,Zacarías Tito Cueto Bayón,M,1979-06-19,Villa María Del Triunfo,2021-10-09,Plata
1392,Casemiro Sancho-Marqués,M,2008-03-29,Ate,2022-06-11,Bronce
1393,Kike Pedraza Santiago,M,1993-09-25,Villa María Del Triunfo,2022-05-20,Oro
1394,Renata Velasco Pinilla,F,2000-09-16,San Borja,2023-02-03,Plata
1395,Vasco Alfonso Pascual,M,1997-02-01,Pueblo Libre,2023-04-30,Bronce
1396,Dafne Estrella Barroso Ponce,F,1982-12-20,Desconocido,2021-09-28,Bronce
1397,Juan Francisco Valencia Correa,M,1970-08-14,Magdalena,2023-06-13,Oro
1398,Epifanio Felix Redondo Montserrat,M,2002-02-10,Santiago De Surco,2025-11-06,Plata
1399,Ariadna Zabala Batlle,F,1967-12-28,San Miguel,2025-11-17,Platino
1400,Silvia Castilla Escalona,F,1960-03-15,Desconocido,2022-06-28,Bronce
1401,Cosme Campo Torralba,M,1987-05-23,Surco,2021-02-05,Bronce
1402,Augusto Antón Pont,M,1975-09-21,Los Olivos,2021-02-11,Bronce
1403,Juan José Del Avilés,M,1970-01-16,Los Olivos,2024-07-21,Plata
1404,Consuela Belda Alberto,F,2005-02-02,Villa El Salvador,2024-05-10,Bronce
1405,Morena Tur Bernal,F,1980-01-08,Barranco,2022-06-13,Bronce
1406,Salvador De Paniagua,M,1985-04-27,Lince,2024-10-09,Plata
1407,Perlita Ricart-Peinado,F,1972-12-12,La Molina,2021-05-04,Plata
1408,Sandra Larrañaga Ángel,F,1991-03-09,Callao,2022-02-22,Bronce
1409,Paula Bejarano Mateu,F,2007-07-06,San Juan De Lurigancho,2024-06-27,Plata
1410,Concepción Vives Caballero,F,1971-12-28,Chorrillos,2024-05-23,Plata
1411,Primitivo Guardia Pol,M,1978-06-27,Los Olivos,2021-01-01,Bronce
1412,Clemente Zorrilla Ibarra,M,1965-10-29,San Borja,2023-03-26,Bronce
1413,Matías Chuy Ribes Camacho,M,1984-02-25,San Borja,2023-12-01,Bronce
1414,Gastón Nicolás Segarra Roldán,M,1991-08-03,Chorrillos,2021-06-13,Plata
1415,Carina Escribano Querol,F,1959-08-23,Villa María Del Triunfo,2025-12-10,Oro
1416,Evangelina Cruz-Salazar,F,1983-02-17,Los Olivos,2024-01-28,Bronce
1417,Vito Miró Morata,M,1974-02-07,San Juan De Lurigancho,2024-08-29,Bronce
1418,Hilario Ros Morales,M,1992-08-28,Miraflores,2022-08-27,Oro
1419,Dionisio Lope Gargallo Perez,M,1985-02-26,Santiago De Surco,2022-07-30,Platino
1420,Ángeles Izquierdo-Palomino,F,1958-03-05,Chorrillos,2021-07-27,Plata
1421,Jacobo Del Abad,M,2006-03-31,Santiago De Surco,2025-01-22,Platino
1422,Elodia Alegre Villaverde,F,1984-09-26,La Molina,2023-06-05,Plata
1423,Victor Matas Agudo,M,1985-12-31,Villa María Del Triunfo,2021-05-03,Plata
1424,Dan Garmendia Miranda,M,1968-09-16,Jesús María,2021-02-28,Bronce
1425,Reina Llorente Vidal,F,1995-07-23,Callao,2022-12-21,Bronce
1426,Marianela Cortes-Busquets,F,1992-10-24,Los Olivos,2021-08-21,Bronce
1427,Jeremías Pagès Costa,M,1970-06-07,Miraflores,2021-06-05,Oro
1428,Dulce Pedraza Iborra,F,2004-05-14,Magdalena,2021-09-20,Platino
1429,Domitila Mas Briones,F,1972-08-18,Los Olivos,2025-11-22,Plata
1430,Gloria Mariana Gelabert Berenguer,F,1975-11-29,San Borja,2022-11-14,Bronce
1431,Ruy Tolosa Duran,M,1992-05-28,Villa María Del Triunfo,2023-02-03,Bronce
1432,Sara De Mas,F,1989-10-12,Villa María Del Triunfo,2024-02-26,Bronce
1433,Pío Pizarro Bermudez,M,1968-10-23,Ate,2022-09-16,Bronce
1434,Águeda Múñiz Oliveras,F,1992-10-04,San Miguel,2025-08-01,Plata
1435,Horacio Carreño,M,1976-03-10,Surco,2022-07-06,Platino
1436,Raúl Alberdi Piñeiro,M,1967-07-25,Pueblo Libre,2022-02-22,Bronce
1437,Ezequiel Zamora Armengol,M,1977-02-27,Surco,2022-05-14,Bronce
1438,Luz Conde Morillo,F,1971-01-12,Los Olivos,2023-07-15,Plata
1439,Paco Giner-Coronado,M,1981-07-25,San Juan De Lurigancho,2024-12-11,Bronce
1440,Nerea Pozo Salinas,F,1998-06-10,San Juan De Lurigancho,2021-10-18,Oro
1441,Maricela Ligia Bosch Girona,F,1975-10-19,Surco,2021-09-27,Bronce
1442,Espiridión Prado,M,1983-02-23,Desconocido,2022-11-22,Bronce
1443,Benigna Navarrete Blanch,F,1964-11-28,Ate,2024-04-02,Bronce
1444,Lucho De Pujol,M,1992-04-14,Desconocido,2021-01-18,Bronce
1445,Anselma Pujadas Valls,F,1958-10-02,Lince,2021-05-26,Plata
1446,Roldán Castrillo,M,1978-01-15,Desconocido,2024-07-28,Bronce
1447,Juliana Figuerola Torrents,F,1978-04-03,Los Olivos,2021-03-08,Bronce
1448,Modesta Ferrández,F,1959-02-20,Desconocido,2025-07-02,Plata
1449,María Manuela Zamora-Hoz,F,1985-11-04,Callao,2022-03-23,Bronce
1450,Andrea Larrea Ropero,F,1985-10-05,Barranco,2024-12-04,Bronce
1451,Noa Borrás Capdevila,F,1974-05-10,Santiago De Surco,2025-02-18,Plata
1452,Ileana Pavón,F,2003-06-25,San Juan De Lurigancho,2021-04-26,Plata
1453,Celestina Montes Ocaña,F,1958-12-08,Villa María Del Triunfo,2023-09-23,Platino
1454,Morena Aitana Mayol Dominguez,F,1982-04-20,Comas,2024-05-27,Bronce
1455,Mario Salamanca Coello,M,1980-01-12,San Borja,2023-05-23,Bronce
1456,Amada De Flores,F,1986-01-29,La Molina,2024-05-28,Bronce
1457,Calixta Boada Capdevila,F,1997-09-16,Ate,2021-12-11,Bronce
1458,Daniela Coloma Maestre,F,1978-05-12,Magdalena,2024-07-22,Plata
1459,Francisco Javier Cantero Mayol,M,1979-07-05,Pueblo Libre,2021-06-20,Oro
1460,Jovita De Mármol,F,1960-12-21,Callao,2025-01-12,Plata
1461,Rafael Galán Frías,M,1980-04-23,Surco,2024-09-16,Bronce
1462,Lourdes Jordán-Tomas,F,1982-07-19,San Borja,2022-02-08,Plata
1463,Pánfilo Calisto Alfaro Peñas,M,1966-05-18,Villa María Del Triunfo,2024-04-29,Oro
1464,Yolanda Narcisa Zurita Arranz,F,1969-07-17,San Isidro,2023-05-25,Bronce
1465,Carlota Barrena Luz,F,1993-12-11,Magdalena,2022-11-10,Plata
1466,Ruperto Linares Baena,M,1967-12-18,Callao,2025-06-22,Platino
1467,Morena De Batlle,F,2005-02-23,Villa El Salvador,2024-01-05,Plata
1468,Natalio Linares,M,1956-03-09,Villa El Salvador,2021-02-02,Plata
1469,Teresa Campos Aliaga,F,1995-12-14,Los Olivos,2021-02-15,Bronce
1470,Teófila Pomares Guardia,F,1957-11-03,Miraflores,2025-11-14,Bronce
1471,Liliana Cabezas,F,1992-04-30,Jesús María,2023-10-09,Bronce
1472,Julieta Borja Estrada,F,1978-03-17,Ate,2022-12-11,Plata
1473,Leyre Seco Almeida,F,2007-08-18,Surco,2024-12-09,Bronce
1474,Duilio Ávila Mayol,M,1977-08-11,San Juan De Lurigancho,2022-06-23,Oro
1475,Jose Ignacio Pozuelo Crespo,M,1962-10-25,La Molina,2022-09-14,Oro
1476,Fanny Ortiz Padilla,F,1958-06-02,San Juan De Lurigancho,2023-04-24,Plata
1477,Custodia Vallejo Llorens,F,1989-02-06,Comas,2024-08-09,Bronce
1478,Maura Jiménez Pombo,F,1998-04-29,Miraflores,2021-10-08,Bronce
1479,Manu Losada Gomis,F,2003-02-24,Miraflores,2024-10-13,Oro
1480,Francisco Pozo Cervantes,M,1976-08-02,Chorrillos,2024-08-15,Plata
1481,Pastora Piña Viñas,F,2005-03-30,Villa El Salvador,2022-04-01,Plata
1482,Tristán Matías Gordillo Rincón,M,1957-05-26,Lince,2022-11-24,Bronce
1483,Maribel Corominas Roldan,F,2000-11-07,Ate,2021-12-12,Plata
1484,Wálter Mur Sanchez,M,1996-05-12,San Juan De Lurigancho,2022-10-01,Plata
1485,Blas Gabaldón-Chacón,M,1962-06-13,Villa El Salvador,2022-09-08,Plata
1486,Kike Octavio Francisco Cervera,M,1971-06-03,Ate,2024-06-28,Plata
1487,Omar Zabaleta Cepeda,M,1962-04-24,Jesús María,2021-12-23,Oro
1488,Yéssica Codina,F,1961-03-13,Callao,2021-02-08,Bronce
1489,Álvaro Cayetano Moll Bauzà,M,1962-05-04,Jesús María,2023-03-16,Bronce
1490,Juan Pablo Carrasco-Espinosa,M,1987-01-05,Villa María Del Triunfo,2023-05-30,Plata
1491,Simón Coello Andreu,M,1990-01-23,San Borja,2021-10-17,Bronce
1492,Valerio Riba Reina,M,1981-12-03,Desconocido,2024-09-14,Oro
1493,Ismael Llanos Cornejo,M,1961-12-22,Miraflores,2023-07-21,Plata
1494,Balduino Catalá Esteban,M,1996-06-04,Magdalena,2022-03-03,Oro
1495,Rafaela Lasa Gual,F,2002-04-03,Chorrillos,2022-09-14,Plata
1496,Cristina Cristina Amo Palomar,F,1956-10-28,Chorrillos,2021-11-05,Bronce
1497,Noemí Tapia Cañete,F,1965-03-18,Los Olivos,2024-04-23,Bronce
1498,Teo Somoza-Pereira,M,1977-11-18,San Isidro,2023-12-21,Oro
1499,Teodosio Ponce Tur,M,1975-08-06,Villa María Del Triunfo,2023-05-08,Bronce
1500,Bernardita De Ferrando,F,2003-06-11,San Juan De Lurigancho,2023-06-13,Plata
1501,Alejandra Real Alcolea,F,1985-10-27,San Juan De Lurigancho,2021-12-28,Oro
1502,Hilario Girón Franco,M,2001-12-07,Los Olivos,2022-09-03,Bronce
1503,Anacleto Elorza Saavedra,M,1982-01-01,Desconocido,2024-11-29,Bronce
1504,Jose Ignacio Omar Morcillo Seco,M,1959-03-14,Lince,2022-07-10,Plata
1505,Ignacio Quirós Arnaiz,M,2002-04-04,Miraflores,2024-12-12,Oro
1506,Quirino Seve Pintor Milla,M,2003-05-06,Los Olivos,2024-12-30,Bronce
1507,María José Zapata,F,1967-08-01,San Miguel,2024-04-21,Platino
1508,Loreto Canales Sanmiguel,F,1966-12-21,Surco,2025-06-15,Plata
1509,Sarita De Hoyos,F,1998-08-29,Santiago De Surco,2024-01-30,Platino
1510,Lupita Priego-Ariza,F,1957-02-22,San Miguel,2025-01-20,Bronce
1511,Gala Villalonga-Avilés,F,1983-03-01,Villa María Del Triunfo,2024-07-29,Bronce
1512,Emelina Sabater Puig,F,2004-04-28,Ate,2021-04-09,Oro
1513,Remedios Macias Serra,F,1997-10-13,Villa María Del Triunfo,2024-08-04,Oro
1514,Héctor Mariscal Ballester,M,1980-10-07,Magdalena,2022-10-10,Bronce
1515,Vito Cisneros-Silva,M,1971-06-09,San Miguel,2023-02-19,Plata
1516,Artemio De Escolano,M,1976-12-20,Comas,2023-06-28,Oro
1517,Virginia Obdulia Cerdá Pozuelo,F,1973-10-07,Magdalena,2022-07-14,Bronce
1518,Etelvina Sanmartín,F,2003-01-25,La Molina,2021-05-20,Plata
1519,Chuy Santiago Franch,M,1961-03-08,La Molina,2023-05-12,Oro
1520,Apolonia Del Morante,F,2001-12-22,San Borja,2024-08-24,Bronce
1521,Plinio Casals Bou,M,1967-07-31,San Isidro,2021-08-04,Bronce
1522,Olalla Sancho Parejo,F,1955-07-28,Villa El Salvador,2025-01-10,Oro
1523,Juan Francisco Plana Vidal,M,1961-02-25,Desconocido,2023-10-16,Bronce
1524,Cebrián Gonzalo Pintor Arranz,M,2000-11-26,Magdalena,2023-11-23,Bronce
1525,Yago Naranjo Conesa,M,1964-09-23,Lince,2021-11-07,Platino
1526,Toño Coca Escamilla,M,1967-12-05,Chorrillos,2025-05-09,Plata
1527,Hugo Mena Mendoza,M,1985-04-25,San Borja,2025-09-07,Oro
1528,Ernesto De Carpio,M,1976-11-16,Miraflores,2024-10-03,Oro
1529,Cintia Acevedo Isern,F,1994-01-13,Lince,2021-03-03,Bronce
1530,Jesusa Valenciano Valenzuela,F,1979-11-04,Magdalena,2021-09-26,Bronce
1531,Sancho Adán-Uriarte,M,1959-07-30,Lince,2025-03-17,Bronce
1532,Concha Tamarit Santiago,F,1956-03-30,Lince,2025-10-21,Bronce
1533,Isaura Bernad,F,1966-04-09,Ate,2022-08-10,Plata
1534,Marcelo Abraham Hierro Lobo,M,1983-12-13,Villa María Del Triunfo,2022-06-20,Plata
1535,Mauricio León Galiano Avilés,M,2007-03-19,Jesús María,2023-07-21,Plata
1536,Candelario Ballesteros Oller,M,2003-02-19,La Molina,2022-07-22,Bronce
1537,Camilo Antúnez Martín,M,1958-12-24,San Miguel,2021-05-08,Bronce
1538,Águeda Bonilla Avilés,F,1960-11-24,Villa María Del Triunfo,2022-06-09,Plata
1539,Horacio Escalona Cuéllar,M,1977-04-08,San Juan De Lurigancho,2023-06-11,Plata
1540,María Jesús Elías Sarabia,F,1963-01-29,Barranco,2025-10-07,Bronce
1541,Fernanda Íngrid Araujo Buendía,F,1978-06-23,Lince,2022-11-13,Plata
1542,Felix Pedrosa Pinilla,M,1970-02-16,Jesús María,2024-10-15,Bronce
1543,Purificación Roma Barón,F,2004-06-26,San Borja,2023-08-14,Bronce
1544,Jonatan Cañizares Carro,M,1967-12-26,Surco,2023-04-09,Plata
1545,Eulalia Águila Riba,F,1979-02-21,Desconocido,2023-04-11,Bronce
1546,Cruz Gallart-Barragán,M,2000-01-29,Chorrillos,2021-08-30,Plata
1547,Marianela Ángel Bonilla,F,2002-03-27,San Miguel,2025-03-22,Bronce
1548,Paloma Del Roldán,F,2002-03-27,Desconocido,2022-06-07,Bronce
1549,Teobaldo Federico Jover Zaragoza,M,1995-07-21,Callao,2022-11-12,Bronce
1550,Matilde Felicidad Castilla Valderrama,F,1973-03-12,Barranco,2023-04-15,Platino
1551,Pastora Valenciano-Ugarte,F,1985-06-24,Los Olivos,2023-12-09,Plata
1552,Verónica Guerrero Manrique,F,1998-08-26,Magdalena,2024-08-23,Platino
1553,Abigaíl Carrasco Amador,F,1997-07-22,Surco,2023-11-08,Plata
1554,Maura De Galan,F,1978-08-25,Lince,2022-09-03,Plata
1555,Hipólito Hilario Arroyo Múgica,M,1957-09-14,Lince,2025-04-06,Bronce
1556,Lino Garay Alberdi,M,1985-05-03,Ate,2024-04-22,Bronce
1557,Nuria Lucena Iñiguez,F,1974-10-02,Miraflores,2025-11-15,Bronce
1558,Fabio Marín Velázquez,M,1958-07-05,San Miguel,2023-03-05,Bronce
1559,Etelvina Aguado-Carbonell,F,1989-01-10,Callao,2024-10-25,Plata
1560,Evita Prieto Andres,F,1962-04-28,Pueblo Libre,2025-11-07,Bronce
1561,Cleto Murillo Neira,M,2007-08-01,Barranco,2021-02-03,Bronce
1562,Álvaro Del Aranda,M,1985-09-01,Callao,2022-05-30,Bronce
1563,Juliana Cortés Serna,F,2003-06-12,Villa María Del Triunfo,2024-01-21,Bronce
1564,Victorino Naranjo-Sevillano,M,1968-07-16,Pueblo Libre,2023-07-01,Plata
1565,Áurea Barba,F,1964-04-24,Barranco,2025-07-24,Oro
1566,Eutimio Moles-Alfonso,M,1987-01-30,Comas,2024-02-23,Bronce
1567,Maricruz Mármol Otero,F,1996-01-05,San Miguel,2022-12-02,Bronce
1568,Carlito Lozano Anguita,M,1993-01-01,Santiago De Surco,2024-03-21,Bronce
1569,Florina Daza Porras,F,1958-11-23,Ate,2022-03-02,Oro
1570,Manuel Caro Mendez,M,1979-08-10,San Juan De Lurigancho,2024-07-22,Bronce
1571,Olimpia Angulo Llabrés,F,2003-09-22,Callao,2025-10-05,Plata
1572,Armando Valdés,M,2006-02-05,Lince,2025-10-31,Plata
1573,Florencia Sans Mate,F,1995-09-01,Chorrillos,2021-05-09,Bronce
1574,Luciana Mate Díez,F,2001-05-25,Barranco,2023-05-23,Bronce
1575,Glauco Arcos Franch,M,1980-06-10,Magdalena,2024-12-23,Bronce
1576,Iván Velasco Amaya,M,1999-05-06,San Miguel,2022-06-22,Oro
1577,Víctor De Falcón,M,1957-06-08,La Molina,2022-09-07,Plata
1578,Ámbar Tomás Zabaleta,F,1971-03-21,Callao,2025-05-22,Plata
1579,Renata Morán Clemente,F,2000-11-16,Callao,2024-09-09,Plata
1580,Samanta Villalonga Cazorla,F,2006-08-19,Chorrillos,2023-04-08,Plata
1581,Porfirio Arce Segovia,M,1960-01-01,Ate,2021-07-16,Plata
1582,Pepe Yuste,M,1958-10-20,San Isidro,2021-02-07,Bronce
1583,Adela Mercader Arregui,F,1956-03-09,Desconocido,2021-01-10,Bronce
1584,Trini Antonia Mínguez Solera,F,1982-03-31,San Miguel,2023-11-19,Bronce
1585,Aroa Viñas Miguel,F,1975-02-11,Callao,2022-12-07,Plata
1586,Luis Miguel Gallego,M,2001-08-19,Surco,2025-04-06,Bronce
1587,Chus Fernández Macías,F,1997-11-08,San Borja,2023-11-14,Plata
1588,Juan Pablo Montaña Sainz,M,1970-03-29,Pueblo Libre,2023-08-31,Bronce
1589,Elías Company Criado,M,1976-03-20,Villa María Del Triunfo,2025-02-05,Platino
1590,Aurora Alcántara Vilaplana,F,2008-02-13,Los Olivos,2023-04-13,Bronce
1591,Clarisa Ordóñez Montalbán,F,2004-08-12,Barranco,2022-06-26,Bronce
1592,Bibiana Luque Hierro,F,1956-05-10,Miraflores,2021-10-11,Oro
1593,Andrés Felipe Merino Nevado,M,1969-05-11,San Juan De Lurigancho,2024-04-29,Bronce
1594,Iván Ayuso-Castillo,M,2002-06-25,Jesús María,2023-05-16,Platino
1595,Jovita Ayuso Camacho,F,1994-12-04,Los Olivos,2022-12-30,Bronce
1596,Amelia Boix,F,1963-08-04,Magdalena,2023-09-26,Bronce
1597,Gustavo Escamilla,M,1955-09-24,San Juan De Lurigancho,2021-02-19,Plata
1598,Victor Manuel Manu Salmerón Pagès,M,1974-05-28,Miraflores,2021-04-11,Oro
1599,Flavio Figuerola Bermudez,M,1979-03-22,Pueblo Libre,2025-12-12,Bronce
1600,Margarita De Buendía,F,1964-02-08,Chorrillos,2022-11-16,Platino
1601,Atilio Del Menéndez,M,1957-08-31,Miraflores,2025-01-21,Plata
1602,Joel De Goicoechea,M,1970-02-14,San Isidro,2025-07-16,Oro
1603,Tito Jordá Parra,M,1984-09-05,San Miguel,2021-08-30,Bronce
1604,Ciriaco Murillo,M,1958-08-18,Miraflores,2023-03-25,Bronce
1605,Javi Torrent Andrés,M,1989-12-28,San Juan De Lurigancho,2024-08-20,Oro
1606,Juanita Carbajo Ortega,F,1997-02-21,Magdalena,2021-06-05,Platino
1607,Jerónimo De Lumbreras,M,2003-01-28,San Borja,2023-08-05,Plata
1608,María Del Carmen Castejón Verdejo,F,2007-04-07,San Isidro,2025-02-27,Bronce
1609,Hermenegildo Campo Moreno,M,1974-11-13,Chorrillos,2024-06-29,Bronce
1610,Mirta Belda-Matas,F,1959-11-28,Jesús María,2021-10-19,Plata
1611,Joaquina Pérez-Reyes,F,1960-06-04,San Juan De Lurigancho,2023-07-02,Bronce
1612,María Teresa Hervás Cuenca,F,1992-06-17,Magdalena,2022-11-22,Bronce
