id_cliente,nombre,segmento_programa,distrito,antiguedad_dias,frecuencia_compras,monto_acumulado,recencia_dias,abandono_historico,probabilidad_abandono,prediccion_abandono,nivel_riesgo,modelo_usado
1720,Alejandro Cid Torrijos,Bronce,Magdalena,846,3.0,4815.8099999999995,425.0,1,0.8782,1,Alto,Random Forest
2824,Félix Solano Solís,Plata,Desconocido,1133,1.0,2066.13,204.0,1,0.8781,1,Alto,Random Forest
4417,Anacleto León Escamilla,Plata,Desconocido,585,4.0,9705.57,259.0,1,0.8776,1,Alto,Random Forest
1796,Emiliano Ballester,Plata,Barranco,1627,1.0,430.66,510.0,1,0.8775,1,Alto,Random Forest
126,José Ángel Naranjo Bueno,Bronce,Santiago De Surco,384,4.0,6771.66,613.0,1,0.8773,1,Alto,Random Forest
2414,Adán Robles Anaya,Plata,Villa El Salvador,1421,2.0,2674.87,565.0,1,0.8773,1,Alto,Random Forest
1625,Régulo Yago Mayo Royo,Plata,Pueblo Libre,422,1.0,593.85,207.0,1,0.877,1,Alto,Random Forest
3226,Marcela Villaverde Zapata,Oro,Magdalena,114,1.0,3344.0,358.0,1,0.8768,1,Alto,Random Forest
4755,Dorita Vives Rivas,Bronce,Miraflores,689,3.0,10562.5,238.0,1,0.8764,1,Alto,Random Forest
927,Godofredo Cadenas-Tello,Plata,Desconocido,1375,1.0,3757.63,572.0,1,0.8763,1,Alto,Random Forest
3121,Baldomero Aranda Valdés,Oro,Comas,120,1.0,1362.04,300.0,1,0.8763,1,Alto,Random Forest
1744,Emiliano Baena Ferrer,Bronce,Jesús María,575,1.0,292.67,395.0,1,0.8761,1,Alto,Random Forest
2680,Azeneth Alondra Farré Ferrando,Oro,Santiago De Surco,1824,2.0,1562.22,581.0,1,0.876,1,Alto,Random Forest
2846,Mario Camilo Morante Moliner,Bronce,La Molina,467,2.0,3739.6,350.0,1,0.8757,1,Alto,Random Forest
2123,Nuria Boix Tolosa,Bronce,Los Olivos,1507,1.0,1029.39,366.0,1,0.8755,1,Alto,Random Forest
4266,Trinidad Estevez Grande,Oro,Santiago De Surco,733,3.0,3541.59,228.0,1,0.8753,1,Alto,Random Forest
2417,Alfredo Ricart Vila,Bronce,Ate,99,3.0,4378.86,608.0,1,0.8751,1,Alto,Random Forest
625,Emperatriz Peñalver Espejo,Plata,Surco,1454,2.0,1051.82,404.0,1,0.8751,1,Alto,Random Forest
2289,Juan Del Fernández,Bronce,Villa El Salvador,670,3.0,4465.27,355.0,1,0.8748,1,Alto,Random Forest
1779,Moisés Botella Alcázar,Bronce,Pueblo Libre,1184,1.0,3621.18,311.0,1,0.8747,1,Alto,Random Forest
414,Luna Haro Mendoza,Plata,Comas,523,1.0,885.05,263.0,1,0.8746,1,Alto,Random Forest
4025,Juana Huerta Godoy,Plata,Santiago De Surco,1187,1.0,78.73,257.0,1,0.8746,1,Alto,Random Forest
3744,Isaac Nazaret Larrañaga Calleja,Plata,Desconocido,1425,1.0,1258.08,177.0,1,0.8744,1,Alto,Random Forest
2700,Almudena Colomer Lobato,Plata,Magdalena,1563,1.0,364.13,623.0,1,0.8744,1,Alto,Random Forest
1397,Juan Francisco Valencia Correa,Oro,Magdalena,931,4.0,2550.92,618.0,1,0.8741,1,Alto,Random Forest
4641,Vera García Pou,Plata,San Miguel,104,3.0,13037.22,290.0,1,0.8741,1,Alto,Random Forest
1355,Teodosio Bayona Esparza,Bronce,Villa El Salvador,246,2.0,3920.62,618.0,1,0.874,1,Alto,Random Forest
693,María Belén Rita Morata Plaza,Platino,Lince,636,3.0,4703.849999999999,656.0,1,0.8738,1,Alto,Random Forest
2128,Chucho Vara Antón,Bronce,Los Olivos,59,2.0,5778.55,258.0,1,0.8737,1,Alto,Random Forest
4575,Leandra Yuste Benito,Bronce,San Miguel,1757,2.0,1904.35,227.0,1,0.8735,1,Alto,Random Forest
1272,Charo Jenny Quintero Acuña,Platino,Surco,1495,2.0,1803.16,368.0,1,0.8732,1,Alto,Random Forest
3971,Salomé De Valbuena,Oro,Callao,395,2.0,2387.94,444.0,1,0.8731,1,Alto,Random Forest
3801,Amando Pelayo Palma Carretero,Plata,Pueblo Libre,11,1.0,2392.08,545.0,1,0.8729,1,Alto,Random Forest
1840,Raimundo Del Salas,Bronce,Villa El Salvador,1204,2.0,2457.63,299.0,1,0.8728,1,Alto,Random Forest
4540,Sigfrido Cuenca Sáez,Plata,Chorrillos,594,2.0,1902.05,477.0,1,0.8721,1,Alto,Random Forest
1908,Anacleto Parra Flor,Platino,Lince,1280,2.0,2094.53,691.0,1,0.8719,1,Alto,Random Forest
2394,José Antonio Moreno Redondo,Plata,Surco,315,1.0,259.12,425.0,1,0.8718,1,Alto,Random Forest
2929,María Cristina Garay Águila,Bronce,Desconocido,961,3.0,1829.76,256.0,1,0.8717,1,Alto,Random Forest
44,Priscila Font-Mesa,Platino,San Juan De Lurigancho,412,3.0,4360.98,455.0,1,0.8717,1,Alto,Random Forest
412,Amada Del Pastor,Bronce,Santiago De Surco,1376,1.0,3854.96,191.0,1,0.8715,1,Alto,Random Forest
4741,Maribel Ochoa-Peñalver,Bronce,Callao,485,2.0,2016.98,248.0,1,0.8714,1,Alto,Random Forest
1382,Amor Pagès Correa,Oro,Ate,893,1.0,1548.55,645.0,1,0.8711,1,Alto,Random Forest
2366,Loreto Portillo Piquer,Oro,Pueblo Libre,1768,4.0,6493.04,587.0,1,0.8708,1,Alto,Random Forest
4020,José Mari Bustos Plana,Bronce,Barranco,980,2.0,8753.279999999999,293.0,1,0.8706,1,Alto,Random Forest
2763,Azahara Clemente Pina,Bronce,Desconocido,1414,1.0,1924.74,404.0,1,0.87,1,Alto,Random Forest
2592,Candelas Hortensia Corral Molina,Oro,Pueblo Libre,1442,2.0,2277.93,368.0,1,0.8699,1,Alto,Random Forest
1362,Jose Manuel Gaya Nogués,Plata,Jesús María,699,2.0,2211.25,628.0,1,0.8698,1,Alto,Random Forest
2974,Albina Tamayo Santamaría,Plata,Miraflores,905,3.0,17785.8,599.0,1,0.8695,1,Alto,Random Forest
1007,Morena Valencia Marqués,Plata,San Juan De Lurigancho,1243,3.0,2996.0399999999995,316.0,1,0.8695,1,Alto,Random Forest
1870,Rosalinda Zaragoza Carbonell,Bronce,Lince,188,1.0,2257.16,297.0,1,0.8692,1,Alto,Random Forest
4762,Jenny Tejera Barriga,Bronce,Ate,181,1.0,1081.35,358.0,1,0.8692,1,Alto,Random Forest
240,Valerio Del Carrión,Oro,Pueblo Libre,141,4.0,4694.87,144.0,1,0.8691,1,Alto,Random Forest
4257,Isa Jara Olivé,Bronce,Villa María Del Triunfo,1387,1.0,922.5,473.0,1,0.8687,1,Alto,Random Forest
1061,Emiliana Del Simó,Bronce,Villa María Del Triunfo,147,3.0,4720.7300000000005,266.0,1,0.8682,1,Alto,Random Forest
1489,Álvaro Cayetano Moll Bauzà,Bronce,Jesús María,1020,1.0,453.34,97.0,1,0.8682,1,Alto,Random Forest
4446,Filomena Benavides-Valentín,Bronce,Pueblo Libre,1264,1.0,2679.58,255.0,1,0.8676,1,Alto,Random Forest
1136,Luís Jara Adán,Oro,Surco,1084,1.0,767.68,517.0,1,0.8675,1,Alto,Random Forest
3031,Ángel Apolinar Manso Gilabert,Bronce,Surco,1173,2.0,1909.25,615.0,1,0.8675,1,Alto,Random Forest
1576,Iván Velasco Amaya,Oro,San Miguel,1287,1.0,1860.47,258.0,1,0.8673,1,Alto,Random Forest
4276,Eufemia Duarte Lladó,Plata,Jesús María,1343,3.0,5161.55,293.0,1,0.8673,1,Alto,Random Forest
2629,Clotilde Abril Prada,Plata,Magdalena,1065,1.0,9913.2,663.0,1,0.8671,1,Alto,Random Forest
4175,Brunilda Mas Cañas,Bronce,Barranco,1279,1.0,306.41,138.0,1,0.8671,1,Alto,Random Forest
2955,Victoria Susanita Reyes Salvador,Plata,Los Olivos,1412,2.0,2253.5299999999997,689.0,1,0.8669,1,Alto,Random Forest
1203,Alex Gilabert Torrent,Plata,Ate,789,2.0,1689.72,685.0,1,0.8669,1,Alto,Random Forest
2195,Horacio Teruel Menendez,Bronce,Miraflores,1699,1.0,14602.56,369.0,1,0.8665,1,Alto,Random Forest
2747,Aurelia Roma Lopez,Plata,Desconocido,1662,3.0,2087.7,292.0,1,0.8663,1,Alto,Random Forest
120,Nicolasa Dávila,Plata,Miraflores,97,1.0,4038.41,259.0,1,0.8663,1,Alto,Random Forest
3227,José Manuel Telmo Roldan Machado,Bronce,Jesús María,235,1.0,11585.91,478.0,1,0.8662,1,Alto,Random Forest
1728,Ramona Arroyo Durán,Plata,Magdalena,410,2.0,4054.59,609.0,1,0.8662,1,Alto,Random Forest
3470,Melchor Matas Rocamora,Bronce,Villa María Del Triunfo,77,3.0,9628.0,360.0,1,0.866,1,Alto,Random Forest
3168,Adán Del Agullo,Oro,Surco,263,2.0,4325.4,119.0,1,0.866,1,Alto,Random Forest
3351,Fabricio Yuste Molins,Bronce,San Borja,14,2.0,11067.289999999999,718.0,1,0.866,1,Alto,Random Forest
2245,Xiomara Agustí Durán,Oro,Villa María Del Triunfo,755,2.0,799.3599999999999,365.0,1,0.8659,1,Alto,Random Forest
4628,Concepción De Quirós,Bronce,San Isidro,517,1.0,4782.63,140.0,1,0.8656,1,Alto,Random Forest
4209,Victor Rubén Chaparro Marquez,Bronce,Lince,693,1.0,753.44,625.0,1,0.8653,1,Alto,Random Forest
1969,Baudelio Conesa Fernandez,Plata,Villa El Salvador,684,1.0,1699.35,106.0,1,0.8652,1,Alto,Random Forest
2717,Salomé Prado Expósito,Bronce,Jesús María,1813,2.0,891.06,370.0,1,0.8651,1,Alto,Random Forest
1828,Nidia Caro Mena,Bronce,Santiago De Surco,185,2.0,4339.35,599.0,1,0.8651,1,Alto,Random Forest
906,Constanza Ainara Zurita Tejedor,Oro,Comas,485,2.0,2360.83,643.0,1,0.8651,1,Alto,Random Forest
2634,Victor Estrada Quesada,Plata,La Molina,1315,1.0,9498.04,558.0,1,0.8651,1,Alto,Random Forest
4804,Rafael Leon-Posada,Bronce,Villa María Del Triunfo,1025,3.0,5330.079999999999,423.0,1,0.865,1,Alto,Random Forest
591,Basilio Américo Vega Francisco,Plata,Jesús María,349,2.0,12021.61,225.0,1,0.8645,1,Alto,Random Forest
1199,Gisela Pascual Vallés,Plata,Jesús María,1322,1.0,11618.78,611.0,1,0.8644,1,Alto,Random Forest
2716,Agustín Menéndez Cánovas,Bronce,Chorrillos,1733,3.0,2539.19,96.0,1,0.8644,1,Alto,Random Forest
4779,Moisés Castillo Martí,Platino,Barranco,1806,1.0,372.74,493.0,1,0.8643,1,Alto,Random Forest
2831,Camilo De Montero,Plata,La Molina,122,1.0,4049.91,247.0,1,0.8641,1,Alto,Random Forest
2609,Ágata Pellicer Ibañez,Bronce,San Isidro,1094,1.0,3903.3,681.0,1,0.864,1,Alto,Random Forest
3552,Juan Carlos Perelló Pineda,Plata,San Miguel,475,2.0,645.36,491.0,1,0.8637,1,Alto,Random Forest
2187,Tamara Guadalupe Canet Carrillo,Plata,Los Olivos,11,2.0,1558.3000000000002,259.0,1,0.8637,1,Alto,Random Forest
4124,Constanza Ortega,Bronce,Pueblo Libre,1400,2.0,1243.56,653.0,1,0.8637,1,Alto,Random Forest
3385,Jeremías Bertrán Huerta,Bronce,Callao,1177,1.0,561.43,290.0,1,0.8637,1,Alto,Random Forest
1957,Estefanía Folch-Ribas,Bronce,San Borja,1411,1.0,14060.91,289.0,1,0.8636,1,Alto,Random Forest
4645,Luz Manzano Gonzalez,Bronce,San Isidro,124,3.0,16092.32,642.0,1,0.8634,1,Alto,Random Forest
1410,Concepción Vives Caballero,Plata,Chorrillos,586,2.0,436.81999999999994,366.0,1,0.8629,1,Alto,Random Forest
934,Montserrat Cózar,Bronce,Barranco,428,3.0,3441.05,290.0,1,0.8626,1,Alto,Random Forest
2258,Lucas Vall Uribe,Oro,Miraflores,587,2.0,7963.2,461.0,1,0.8626,1,Alto,Random Forest
4543,Aristides Criado Galán,Bronce,La Molina,722,3.0,2907.5,111.0,1,0.8625,1,Alto,Random Forest
1933,Ana Anaya Arrieta,Oro,Lince,1767,3.0,2930.12,368.0,1,0.8625,1,Alto,Random Forest
1885,Nico Ortega Andres,Bronce,Villa El Salvador,1591,1.0,678.36,365.0,1,0.8624,1,Alto,Random Forest
2787,Elisabet Cánovas Campillo,Oro,Callao,716,2.0,1573.3300000000002,563.0,1,0.8624,1,Alto,Random Forest
1768,Tiburcio Vélez,Bronce,Barranco,403,2.0,470.62,331.0,1,0.8622,1,Alto,Random Forest
4345,Flora Carrasco Mena,Oro,Comas,414,2.0,9352.060000000001,367.0,1,0.8621,1,Alto,Random Forest
4203,Juan Barros-Infante,Bronce,La Molina,480,1.0,432.88,605.0,1,0.862,1,Alto,Random Forest
2157,Édgar Candelario Quintero Salmerón,Bronce,Desconocido,1024,2.0,3169.05,609.0,1,0.862,1,Alto,Random Forest
4737,María Cristina Cárdenas Abad,Bronce,Santiago De Surco,495,1.0,2398.54,442.0,1,0.8619,1,Alto,Random Forest
1439,Paco Giner-Coronado,Bronce,San Juan De Lurigancho,384,2.0,2559.99,365.0,1,0.8618,1,Alto,Random Forest
725,Fabiola Amat Tolosa,Plata,San Isidro,694,3.0,13519.77,368.0,1,0.8618,1,Alto,Random Forest
3699,Morena Vilar Navas,Plata,Chorrillos,668,4.0,4546.88,666.0,1,0.8616,1,Alto,Random Forest
438,Inés Abellán Osorio,Oro,Lince,163,2.0,3880.2,366.0,1,0.8615,1,Alto,Random Forest
1064,Asdrubal Arroyo Agustí,Plata,Santiago De Surco,1723,2.0,2808.13,369.0,1,0.8615,1,Alto,Random Forest
3339,Calista Aroa Gascón Losada,Bronce,Pueblo Libre,822,1.0,2510.12,359.0,1,0.8614,1,Alto,Random Forest
1976,Emma Teresita Bartolomé Ramírez,Bronce,Comas,126,1.0,89.21,356.0,1,0.861,1,Alto,Random Forest
4349,María Belén Morillo Peñas,Bronce,Desconocido,1711,3.0,3040.8700000000003,368.0,1,0.8607,1,Alto,Random Forest
2970,Eligia Rocha Córdoba,Plata,San Juan De Lurigancho,1017,3.0,3984.7799999999997,583.0,1,0.8606,1,Alto,Random Forest
3904,Bernardino Osorio,Bronce,Villa María Del Triunfo,152,1.0,2804.15,582.0,1,0.8603,1,Alto,Random Forest
901,Chus Guzmán Monreal,Plata,Callao,1395,3.0,2546.58,617.0,1,0.8602,1,Alto,Random Forest
34,Abril Del Valle,Plata,San Juan De Lurigancho,558,2.0,2427.17,342.0,1,0.8601,1,Alto,Random Forest
2088,Hilda Martorell Mir,Bronce,Miraflores,891,5.0,10421.64,575.0,1,0.8601,1,Alto,Random Forest
1795,Gabriel Lastra Vara,Bronce,Villa María Del Triunfo,1266,1.0,369.79,621.0,1,0.86,1,Alto,Random Forest
3413,Ignacio Leon,Bronce,Pueblo Libre,892,1.0,3587.76,501.0,1,0.8599,1,Alto,Random Forest
3984,Martín Ropero Bernal,Bronce,Desconocido,539,2.0,5215.52,592.0,1,0.8599,1,Alto,Random Forest
2212,Teodora Álvarez Molins,Bronce,Lince,532,3.0,4944.05,653.0,1,0.8598,1,Alto,Random Forest
193,Encarnación Iglesias Gual,Bronce,Chorrillos,803,1.0,352.92,566.0,1,0.8595,1,Alto,Random Forest
3264,Fermín De Rodríguez,Oro,Magdalena,1457,2.0,3354.5,555.0,1,0.8594,1,Alto,Random Forest
2613,Ezequiel Bonet Mayoral,Plata,San Isidro,1005,1.0,620.2,259.0,1,0.8593,1,Alto,Random Forest
4876,Jordana Del Juliá,Bronce,Pueblo Libre,261,1.0,1803.33,594.0,1,0.8592,1,Alto,Random Forest
723,León Giner-Salinas,Plata,Surco,1148,1.0,2058.24,447.0,1,0.8592,1,Alto,Random Forest
3863,Marcelo Alarcón Prats,Plata,Pueblo Libre,1177,1.0,3543.46,491.0,1,0.8592,1,Alto,Random Forest
3232,Eli Torrecilla Ródenas,Oro,Ate,1753,2.0,4481.58,454.0,1,0.8589,1,Alto,Random Forest
4795,Amancio Leon Andrés,Bronce,Comas,526,2.0,2245.1099999999997,348.0,1,0.8584,1,Alto,Random Forest
3057,Noemí Chus Carbó Bautista,Platino,Surco,120,1.0,1392.83,103.0,1,0.8579,1,Alto,Random Forest
2052,Rodolfo Escribano-Rico,Plata,Lince,1447,1.0,476.23,653.0,1,0.8578,1,Alto,Random Forest
4315,Purificación Del Rosselló,Plata,Chorrillos,1459,2.0,3705.1800000000003,617.0,1,0.8576,1,Alto,Random Forest
607,Bernardo Gisbert-Acevedo,Bronce,Surco,1022,1.0,4082.92,301.0,1,0.8573,1,Alto,Random Forest
3286,Cayetano Luna Mata,Platino,Santiago De Surco,517,2.0,3368.8999999999996,428.0,1,0.8572,1,Alto,Random Forest
3929,Armida Cuesta Cornejo,Oro,San Juan De Lurigancho,352,2.0,8431.38,244.0,1,0.8572,1,Alto,Random Forest
4593,Rosario Arévalo Carvajal,Oro,San Borja,1817,3.0,7768.4400000000005,126.0,1,0.857,1,Alto,Random Forest
2887,Maxi Coronado Amorós,Plata,San Isidro,874,1.0,3899.82,245.0,1,0.8569,1,Alto,Random Forest
3284,Alicia Almagro Zurita,Plata,Jesús María,842,1.0,8166.8,624.0,1,0.8569,1,Alto,Random Forest
659,Luisa Llobet Madrid,Plata,Villa El Salvador,317,3.0,4788.3,557.0,1,0.8569,1,Alto,Random Forest
2812,Olimpia Serna Jordá,Oro,Pueblo Libre,846,2.0,4351.38,544.0,1,0.8566,1,Alto,Random Forest
684,Reina Marquez Hoz,Plata,Miraflores,1162,1.0,362.18,247.0,1,0.8564,1,Alto,Random Forest
3788,Álvaro Vera Tamarit,Bronce,La Molina,1432,1.0,480.83,426.0,1,0.8563,1,Alto,Random Forest
582,Montserrat Palomares Guzman,Bronce,Barranco,113,1.0,335.35,656.0,1,0.8558,1,Alto,Random Forest
1180,Angelina Manso-Bautista,Plata,Comas,1321,1.0,1886.58,660.0,1,0.8555,1,Alto,Random Forest
4796,René Portero Piquer,Plata,Miraflores,295,2.0,486.52,108.0,1,0.8553,1,Alto,Random Forest
3431,Georgina Luna Bellido Oliver,Plata,Magdalena,631,1.0,756.13,97.0,1,0.8551,1,Alto,Random Forest
3810,Fabricio Padilla Elías,Bronce,Jesús María,717,3.0,7446.86,609.0,1,0.8549,1,Alto,Random Forest
4700,Rafaela Felisa Collado Rovira,Bronce,Santiago De Surco,1363,1.0,5701.41,617.0,1,0.8547,1,Alto,Random Forest
2074,Araceli Arjona,Oro,San Miguel,925,3.0,4836.91,683.0,1,0.8547,1,Alto,Random Forest
39,Valeria Meléndez Heras,Bronce,Villa El Salvador,1305,1.0,3464.14,259.0,1,0.8547,1,Alto,Random Forest
2965,Tecla Millán-Mesa,Plata,La Molina,1494,2.0,1041.95,505.0,1,0.8545,1,Alto,Random Forest
1775,Georgina Tello-Cabañas,Oro,San Juan De Lurigancho,566,3.0,1883.49,144.0,1,0.8542,1,Alto,Random Forest
23,Anacleto Galván Miranda,Bronce,Magdalena,356,1.0,3813.76,583.0,1,0.8542,1,Alto,Random Forest
4241,Clotilde De Cabrera,Oro,Callao,1015,1.0,75.39,421.0,1,0.8542,1,Alto,Random Forest
4253,Olegario Hervás Barón,Plata,Santiago De Surco,1513,3.0,3289.7700000000004,502.0,1,0.8541,1,Alto,Random Forest
4358,Viviana Portillo Trujillo,Plata,Magdalena,755,1.0,1755.0,255.0,1,0.8539,1,Alto,Random Forest
3574,Mariana Agustí Ropero,Plata,Los Olivos,1257,1.0,249.08,364.0,1,0.8531,1,Alto,Random Forest
1008,Yésica Riquelme Quiroga,Plata,San Borja,1733,1.0,334.97,366.0,1,0.853,1,Alto,Random Forest
1716,Luna Del Alegre,Platino,Miraflores,260,2.0,2422.27,669.0,1,0.853,1,Alto,Random Forest
1011,Olegario Tamarit Palmer,Bronce,Pueblo Libre,58,4.0,6435.72,511.0,1,0.8529,1,Alto,Random Forest
488,Angelino Bernardino Molins Benavent,Bronce,San Juan De Lurigancho,980,3.0,3246.38,479.0,1,0.8529,1,Alto,Random Forest
1474,Duilio Ávila Mayol,Oro,San Juan De Lurigancho,1286,1.0,3549.83,115.0,1,0.8529,1,Alto,Random Forest
4781,Erasmo Oliver Sans,Bronce,Comas,27,2.0,6490.95,566.0,1,0.8528,1,Alto,Random Forest
2808,Leocadio Bonet Valenzuela,Bronce,Ate,1024,2.0,4870.65,108.0,1,0.8526,1,Alto,Random Forest
978,Reynaldo Del Barbero,Plata,La Molina,501,1.0,3682.01,246.0,1,0.8526,1,Alto,Random Forest
2705,Viviana Mariño,Plata,Comas,616,3.0,3394.23,626.0,1,0.8524,1,Alto,Random Forest
851,Quique Higueras Contreras,Platino,La Molina,836,1.0,84.77,643.0,1,0.8522,1,Alto,Random Forest
2111,Primitivo Mariano Torrents Guardiola,Bronce,Comas,1354,1.0,330.94,671.0,1,0.8521,1,Alto,Random Forest
4359,Débora Manuel Zorrilla,Oro,San Isidro,278,2.0,5532.33,359.0,1,0.8519,1,Alto,Random Forest
1301,Aureliano Fermín Pardo Jover,Bronce,San Borja,1348,2.0,1835.23,453.0,1,0.8515,1,Alto,Random Forest
3636,Mateo Porta Alfonso,Oro,Chorrillos,13,1.0,5401.86,96.0,1,0.8514,1,Alto,Random Forest
54,Arcelia Caballero Rosa,Bronce,Callao,1415,1.0,962.62,613.0,1,0.8512,1,Alto,Random Forest
4079,Concepción Escrivá Múgica,Platino,Santiago De Surco,1638,1.0,322.69,329.0,1,0.8511,1,Alto,Random Forest
3900,Eloísa Díaz Pont,Bronce,San Miguel,1743,1.0,727.01,457.0,1,0.8511,1,Alto,Random Forest
4588,Leoncio Ariza Soriano,Plata,Barranco,1626,3.0,3300.34,366.0,1,0.851,1,Alto,Random Forest
3600,Felicidad Chaves,Plata,Los Olivos,167,2.0,3598.88,365.0,1,0.8509,1,Alto,Random Forest
2142,Silvia Sáez Noguera,Plata,Villa El Salvador,555,1.0,316.18,426.0,1,0.8509,1,Alto,Random Forest
1138,Áurea Mora Azcona,Bronce,Callao,956,3.0,2738.94,369.0,1,0.8508,1,Alto,Random Forest
1564,Victorino Naranjo-Sevillano,Plata,Pueblo Libre,913,4.0,7122.8,500.0,1,0.8498,1,Alto,Random Forest
1961,Natalio Solsona Leal,Oro,Surco,722,1.0,9078.82,425.0,1,0.8498,1,Alto,Random Forest
3701,Roxana Torrent Sastre,Bronce,San Isidro,1268,2.0,3132.56,114.0,1,0.8497,1,Alto,Random Forest
3139,Viviana Giménez Salcedo,Oro,San Isidro,1556,1.0,1941.06,223.0,1,0.8496,1,Alto,Random Forest
2222,Cintia Heras Guzmán,Bronce,San Borja,1603,3.0,4548.89,361.0,1,0.8495,1,Alto,Random Forest
1977,Nico Bosch Puente,Oro,San Borja,1368,3.0,12578.130000000001,614.0,1,0.8493,1,Alto,Random Forest
2586,Pastora Roca Benavente,Bronce,San Juan De Lurigancho,831,1.0,4820.08,420.0,1,0.8492,1,Alto,Random Forest
1337,Blas Zurita Donaire,Plata,Surco,970,1.0,738.82,205.0,1,0.8488,1,Alto,Random Forest
162,Consuelo Bayona Arjona,Plata,San Juan De Lurigancho,812,1.0,3615.19,661.0,1,0.8488,1,Alto,Random Forest
118,Pablo Marqués,Plata,Magdalena,1031,4.0,10340.539999999999,261.0,1,0.8487,1,Alto,Random Forest
567,Silvio Puerta Valbuena,Platino,Santiago De Surco,1811,2.0,1801.65,516.0,1,0.8486,1,Alto,Random Forest
3170,César Real-Barragán,Plata,Pueblo Libre,1741,1.0,3546.76,364.0,1,0.8486,1,Alto,Random Forest
3522,Jerónimo Vall Cantero,Bronce,San Juan De Lurigancho,465,1.0,568.14,258.0,1,0.8483,1,Alto,Random Forest
546,Godofredo Mir-Duran,Oro,Chorrillos,745,2.0,666.58,347.0,1,0.848,1,Alto,Random Forest
1380,Regina Borrás Ibarra,Plata,Ate,564,1.0,3824.08,701.0,1,0.8479,1,Alto,Random Forest
1883,Encarna Alarcón Bárcena,Bronce,Lince,968,2.0,3758.08,604.0,1,0.8477,1,Alto,Random Forest
4874,Patricio Bonet-Sarmiento,Plata,Magdalena,215,4.0,8235.8,114.0,1,0.8474,1,Alto,Random Forest
592,Lupe Brígida Córdoba Mosquera,Bronce,Villa El Salvador,1462,2.0,3861.9700000000003,357.0,1,0.8474,1,Alto,Random Forest
1428,Dulce Pedraza Iborra,Platino,Magdalena,1562,2.0,4516.87,597.0,1,0.8471,1,Alto,Random Forest
3632,Jaime De Murillo,Bronce,Surco,1408,1.0,2214.18,233.0,1,0.8468,1,Alto,Random Forest
977,Isaura Galván Ramírez,Bronce,Chorrillos,302,1.0,1955.15,670.0,1,0.8467,1,Alto,Random Forest
2,Berta Calatayud Bonet,Bronce,Magdalena,788,1.0,11040.52,650.0,1,0.8467,1,Alto,Random Forest
1538,Águeda Bonilla Avilés,Plata,Villa María Del Triunfo,1300,1.0,2156.87,339.0,1,0.8463,1,Alto,Random Forest
2697,Lidia Del Mateos,Bronce,Villa María Del Triunfo,323,1.0,262.07,617.0,1,0.8462,1,Alto,Random Forest
4265,Emilia Cifuentes Ruano,Bronce,Surco,1446,1.0,7885.42,614.0,1,0.846,1,Alto,Random Forest
4868,Mateo Bru Barral,Bronce,La Molina,1474,2.0,8177.139999999999,448.0,1,0.8456,1,Alto,Random Forest
1565,Áurea Barba,Oro,Barranco,159,2.0,3769.14,346.0,1,0.8455,1,Alto,Random Forest
3322,Adalberto Martin,Plata,Miraflores,1006,4.0,9372.5,246.0,1,0.8453,1,Alto,Random Forest
1384,Demetrio Del Olivera,Bronce,Villa El Salvador,1290,4.0,18503.54,498.0,1,0.8452,1,Alto,Random Forest
1895,Griselda Carbajo Miralles,Oro,Comas,563,1.0,5724.7,244.0,1,0.8451,1,Alto,Random Forest
4659,Ulises Baquero Viña,Oro,Desconocido,1750,3.0,15817.86,419.0,1,0.845,1,Alto,Random Forest
2975,Eligio Carrasco Blasco,Bronce,Villa El Salvador,1809,1.0,356.1,145.0,1,0.845,1,Alto,Random Forest
1621,Sebastian Chamorro Abad,Plata,Villa El Salvador,594,1.0,7580.14,498.0,1,0.8449,1,Alto,Random Forest
1109,Máxima Montserrat,Plata,Villa María Del Triunfo,664,1.0,2668.39,596.0,1,0.8447,1,Alto,Random Forest
292,Samuel Del Nevado,Bronce,Jesús María,825,1.0,1845.32,258.0,1,0.8446,1,Alto,Random Forest
2751,Marcial Mínguez,Plata,La Molina,784,1.0,303.7,608.0,1,0.8445,1,Alto,Random Forest
4812,María Fernanda Pelayo-Calatayud,Bronce,Ate,467,3.0,2405.43,103.0,1,0.8445,1,Alto,Random Forest
2203,Toribio Daza Amat,Bronce,San Isidro,934,2.0,4165.52,347.0,1,0.8443,1,Alto,Random Forest
1807,Emelina Fajardo Barros,Plata,Ate,1104,1.0,725.33,691.0,1,0.8439,1,Alto,Random Forest
1909,Cornelio Quintero Casado,Plata,Chorrillos,516,1.0,1797.34,508.0,1,0.8434,1,Alto,Random Forest
443,Maximino Pombo Perea,Plata,La Molina,1432,4.0,5176.84,612.0,1,0.8433,1,Alto,Random Forest
749,Gala Ripoll-Cervera,Plata,Surco,1776,1.0,2115.6,630.0,1,0.8433,1,Alto,Random Forest
2065,Teodosio Galindo Cánovas,Plata,Chorrillos,1235,1.0,3928.08,655.0,1,0.8428,1,Alto,Random Forest
335,Ignacio Milla Jara,Bronce,Comas,711,3.0,3325.14,369.0,1,0.8427,1,Alto,Random Forest
526,Haroldo Perea Nicolau,Bronce,Lince,492,2.0,4082.74,596.0,1,0.8421,1,Alto,Random Forest
1614,Santos Rosa Rozas,Plata,Callao,255,1.0,1972.87,563.0,1,0.8421,1,Alto,Random Forest
